Degree_Level,Country_Aiming,Exam_Type,IELTS,TOEFL,PTE,DET,GRE,CGPA,SOP,LOR,Research,Work_Experience_Years,Program_Competitiveness,Chance_of_Admit
Undergraduate,Canada,IELTS,8.4,0,0,0,0,7.82,3.5,2.0,1,0,3,0.67
PhD,Singapore,DET,0.0,0,0,115,0,7.71,2.8,3.6,1,3,4,0.74
Undergraduate,New Zealand,TOEFL,0.0,113,0,0,0,6.26,4.3,2.2,1,3,5,0.67
Undergraduate,UK,TOEFL,0.0,87,0,0,0,6.09,2.2,3.0,1,2,1,0.52
Masters,Canada,IELTS,7.5,0,0,0,0,9.71,1.4,4.1,0,9,4,0.63
Undergraduate,Australia,TOEFL,0.0,85,0,0,0,8.62,2.0,1.6,0,4,3,0.48
Undergraduate,Sweden,TOEFL,0.0,82,0,0,0,6.28,1.7,3.7,0,2,1,0.46
Undergraduate,UK,TOEFL,0.0,89,0,0,0,9.26,3.7,1.4,0,0,4,0.53
Undergraduate,France,DET,0.0,0,0,120,0,7.24,2.0,3.1,1,10,1,0.69
PhD,New Zealand,PTE,0.0,0,57,0,0,7.43,2.4,4.3,0,2,3,0.55
Masters,USA,TOEFL,0.0,119,0,0,0,7.23,4.7,4.8,0,6,4,0.62
Masters,Australia,DET,0.0,0,0,121,0,7.42,3.0,4.8,1,3,4,0.75
PhD,New Zealand,GRE,0.0,0,0,0,338,6.41,2.6,3.2,1,5,4,0.66
PhD,Sweden,PTE,0.0,0,64,0,0,6.78,4.4,3.7,1,1,3,0.72
Undergraduate,Switzerland,GRE,0.0,0,0,0,305,9.44,4.0,2.8,1,1,2,0.75
Masters,Netherlands,TOEFL,0.0,113,0,0,0,6.64,3.7,1.7,0,10,2,0.57
PhD,Netherlands,PTE,0.0,0,84,0,0,6.92,1.5,1.7,0,5,1,0.38
Undergraduate,Switzerland,GRE,0.0,0,0,0,317,8.87,3.9,3.1,1,3,5,0.74
PhD,Sweden,IELTS,6.3,0,0,0,0,6.08,1.7,4.6,1,5,2,0.6
PhD,Switzerland,PTE,0.0,0,69,0,0,7.42,1.4,1.9,0,0,3,0.42
Undergraduate,Sweden,GRE,0.0,0,0,0,295,8.43,2.0,1.2,1,8,3,0.68
Undergraduate,Netherlands,GRE,0.0,0,0,0,333,6.94,1.9,4.8,1,7,4,0.72
Undergraduate,Switzerland,PTE,0.0,0,60,0,0,8.23,2.7,2.7,0,6,1,0.55
Masters,France,TOEFL,0.0,102,0,0,0,8.79,3.8,1.7,1,1,2,0.69
Undergraduate,Singapore,DET,0.0,0,0,159,0,7.65,4.5,3.5,1,6,2,0.76
Undergraduate,New Zealand,TOEFL,0.0,116,0,0,0,6.46,3.4,1.5,1,9,2,0.65
Undergraduate,Switzerland,IELTS,6.4,0,0,0,0,8.77,1.8,2.6,0,1,4,0.55
Masters,UK,DET,0.0,0,0,158,0,6.82,3.0,2.7,1,1,5,0.59
PhD,France,IELTS,8.4,0,0,0,0,6.28,2.9,3.2,1,1,2,0.61
Masters,Ireland,PTE,0.0,0,76,0,0,8.75,2.0,1.0,1,8,4,0.73
PhD,Australia,IELTS,7.6,0,0,0,0,9.34,4.3,4.4,0,4,2,0.65
Masters,Ireland,PTE,0.0,0,83,0,0,7.33,4.2,2.8,1,0,3,0.64
Masters,Australia,DET,0.0,0,0,144,0,9.42,4.5,2.9,1,6,5,0.79
Undergraduate,Ireland,IELTS,7.2,0,0,0,0,9.21,4.6,1.8,0,7,2,0.59
PhD,Netherlands,DET,0.0,0,0,146,0,9.51,2.6,3.2,1,6,4,0.82
Masters,Singapore,IELTS,6.2,0,0,0,0,8.59,1.3,2.5,1,8,5,0.75
Undergraduate,UK,IELTS,7.3,0,0,0,0,9.99,3.2,2.3,0,3,1,0.55
PhD,UK,DET,0.0,0,0,101,0,7.4,2.5,1.3,1,2,3,0.6
PhD,Netherlands,PTE,0.0,0,54,0,0,7.86,3.9,3.6,0,9,2,0.64
Undergraduate,Germany,DET,0.0,0,0,107,0,6.03,1.9,3.6,1,10,5,0.69
Undergraduate,Switzerland,PTE,0.0,0,75,0,0,6.02,4.2,4.1,0,9,5,0.61
PhD,USA,PTE,0.0,0,89,0,0,6.27,4.1,3.3,0,10,5,0.64
Masters,Australia,PTE,0.0,0,68,0,0,9.01,4.2,3.1,0,4,3,0.59
Masters,Netherlands,TOEFL,0.0,115,0,0,0,8.68,3.5,4.0,1,1,1,0.68
PhD,France,TOEFL,0.0,99,0,0,0,6.78,4.6,4.0,1,3,5,0.78
Masters,Singapore,DET,0.0,0,0,147,0,9.03,3.4,3.6,1,1,3,0.77
Masters,Ireland,DET,0.0,0,0,126,0,8.32,3.5,1.6,1,1,2,0.66
Masters,Switzerland,GRE,0.0,0,0,0,303,8.87,2.1,1.8,0,7,5,0.56
PhD,UK,DET,0.0,0,0,131,0,6.97,1.9,2.7,0,1,1,0.47
Undergraduate,New Zealand,GRE,0.0,0,0,0,302,8.03,1.8,1.3,1,8,2,0.68
PhD,Netherlands,PTE,0.0,0,73,0,0,7.53,4.3,3.6,0,4,5,0.63
Masters,Switzerland,DET,0.0,0,0,105,0,7.09,3.8,2.1,0,1,5,0.56
Undergraduate,UK,IELTS,7.9,0,0,0,0,7.3,2.1,1.8,0,7,4,0.53
Masters,UK,IELTS,6.7,0,0,0,0,8.38,2.1,3.6,1,5,3,0.74
Undergraduate,Canada,GRE,0.0,0,0,0,332,9.11,4.0,1.8,1,7,3,0.73
Undergraduate,Switzerland,DET,0.0,0,0,116,0,8.8,2.5,2.7,1,9,5,0.73
Masters,Switzerland,GRE,0.0,0,0,0,322,7.04,1.1,4.5,1,6,4,0.64
PhD,Ireland,TOEFL,0.0,104,0,0,0,8.23,1.2,3.7,1,9,2,0.69
Masters,Sweden,PTE,0.0,0,76,0,0,9.59,4.6,2.3,1,6,3,0.85
PhD,Switzerland,DET,0.0,0,0,137,0,9.98,4.3,4.4,0,0,4,0.63
Masters,Netherlands,DET,0.0,0,0,112,0,8.31,1.3,1.4,0,5,2,0.53
Undergraduate,Germany,IELTS,7.0,0,0,0,0,8.99,4.2,4.4,0,1,1,0.65
Undergraduate,USA,IELTS,6.7,0,0,0,0,6.16,2.6,1.5,0,7,2,0.42
Masters,France,TOEFL,0.0,103,0,0,0,7.44,4.1,3.3,0,8,5,0.61
Undergraduate,New Zealand,IELTS,8.0,0,0,0,0,6.93,1.1,4.1,1,8,1,0.66
Undergraduate,Ireland,GRE,0.0,0,0,0,336,9.05,1.2,4.3,0,9,2,0.61
Masters,Canada,PTE,0.0,0,60,0,0,8.25,3.5,4.5,1,9,3,0.81
Masters,Switzerland,IELTS,7.7,0,0,0,0,9.96,4.0,2.8,0,8,3,0.71
Masters,USA,GRE,0.0,0,0,0,297,7.56,1.9,3.4,1,1,3,0.67
PhD,Australia,TOEFL,0.0,107,0,0,0,9.72,2.4,3.1,1,4,1,0.7
Undergraduate,USA,PTE,0.0,0,67,0,0,9.98,4.9,3.6,1,3,4,0.87
Masters,New Zealand,GRE,0.0,0,0,0,307,8.86,3.4,1.2,0,8,5,0.61
Undergraduate,Canada,DET,0.0,0,0,107,0,8.7,3.7,2.5,1,4,3,0.78
Undergraduate,USA,IELTS,6.5,0,0,0,0,8.0,3.8,3.8,0,4,2,0.59
PhD,Germany,TOEFL,0.0,104,0,0,0,7.1,1.6,3.5,1,2,4,0.64
Undergraduate,USA,IELTS,6.5,0,0,0,0,8.82,2.8,3.7,0,6,1,0.62
PhD,Australia,IELTS,6.5,0,0,0,0,6.08,4.1,3.4,0,10,2,0.59
Undergraduate,Switzerland,TOEFL,0.0,90,0,0,0,9.35,4.2,4.8,0,10,2,0.72
Masters,Singapore,IELTS,7.5,0,0,0,0,7.61,1.6,3.3,1,5,5,0.66
Undergraduate,New Zealand,DET,0.0,0,0,127,0,9.69,3.3,3.4,1,0,1,0.7
Masters,Switzerland,IELTS,6.2,0,0,0,0,6.13,2.7,1.3,0,1,3,0.42
PhD,New Zealand,DET,0.0,0,0,146,0,9.52,4.5,3.6,1,6,1,0.78
PhD,USA,DET,0.0,0,0,125,0,9.45,4.5,1.8,0,0,3,0.61
Masters,USA,DET,0.0,0,0,97,0,7.15,4.2,5.0,0,4,5,0.57
Undergraduate,Netherlands,IELTS,8.7,0,0,0,0,8.49,4.9,2.9,1,10,1,0.85
PhD,Netherlands,DET,0.0,0,0,102,0,6.25,2.3,1.3,1,6,5,0.67
Masters,Ireland,GRE,0.0,0,0,0,325,9.27,4.4,4.8,0,7,5,0.68
Masters,Singapore,GRE,0.0,0,0,0,291,7.54,1.3,1.8,1,10,1,0.62
Masters,France,PTE,0.0,0,62,0,0,7.88,2.1,1.4,1,4,3,0.6
Masters,USA,GRE,0.0,0,0,0,336,6.59,4.9,4.0,1,6,5,0.81
Masters,Ireland,GRE,0.0,0,0,0,329,7.76,2.1,4.2,0,9,5,0.59
Masters,Australia,GRE,0.0,0,0,0,305,7.2,1.9,1.5,1,9,5,0.65
Undergraduate,Sweden,DET,0.0,0,0,119,0,7.42,3.7,1.3,1,1,2,0.6
Masters,France,IELTS,8.4,0,0,0,0,6.59,2.4,4.5,1,3,3,0.62
Undergraduate,Singapore,PTE,0.0,0,76,0,0,6.33,2.9,2.2,1,2,4,0.62
PhD,Switzerland,DET,0.0,0,0,112,0,9.22,1.5,3.3,0,2,3,0.53
Masters,Sweden,TOEFL,0.0,111,0,0,0,6.58,3.5,2.1,1,0,4,0.62
Masters,Ireland,GRE,0.0,0,0,0,319,6.33,2.8,2.2,0,8,1,0.52
PhD,France,GRE,0.0,0,0,0,334,6.23,2.7,2.8,1,5,4,0.67
PhD,France,GRE,0.0,0,0,0,315,8.3,3.7,4.1,0,4,1,0.62
Masters,Netherlands,IELTS,6.9,0,0,0,0,8.15,4.4,5.0,0,10,3,0.74
Masters,Singapore,IELTS,7.1,0,0,0,0,6.78,3.0,4.0,0,0,1,0.47
PhD,Singapore,IELTS,7.4,0,0,0,0,9.35,2.4,4.4,1,0,2,0.7
Masters,New Zealand,IELTS,7.0,0,0,0,0,7.82,4.0,1.5,0,7,5,0.56
Undergraduate,France,GRE,0.0,0,0,0,326,9.81,1.7,3.3,1,3,3,0.73
Undergraduate,France,IELTS,7.5,0,0,0,0,8.58,1.9,3.2,0,0,5,0.51
PhD,Canada,TOEFL,0.0,103,0,0,0,8.65,1.6,3.3,1,5,2,0.66
Undergraduate,New Zealand,GRE,0.0,0,0,0,303,7.11,1.9,1.7,1,6,4,0.67
PhD,Canada,PTE,0.0,0,76,0,0,7.14,4.7,4.9,0,3,5,0.63
Undergraduate,Sweden,TOEFL,0.0,107,0,0,0,6.57,2.5,4.2,1,3,1,0.62
Masters,Netherlands,DET,0.0,0,0,93,0,6.35,3.2,4.4,0,7,1,0.57
Masters,New Zealand,TOEFL,0.0,83,0,0,0,6.7,3.7,1.9,1,1,1,0.58
Masters,Singapore,PTE,0.0,0,58,0,0,9.5,2.0,2.1,1,0,5,0.63
PhD,Ireland,PTE,0.0,0,82,0,0,9.48,4.2,3.5,0,7,4,0.71
PhD,Netherlands,IELTS,6.5,0,0,0,0,7.83,2.4,1.4,0,5,2,0.49
Undergraduate,Sweden,PTE,0.0,0,64,0,0,9.68,1.2,2.2,1,2,5,0.66
PhD,USA,DET,0.0,0,0,124,0,6.95,4.6,2.9,0,8,2,0.59
Undergraduate,Australia,TOEFL,0.0,86,0,0,0,9.04,1.6,2.9,1,1,5,0.68
Undergraduate,Netherlands,PTE,0.0,0,86,0,0,8.39,5.0,4.1,0,3,3,0.63
PhD,USA,TOEFL,0.0,114,0,0,0,9.31,1.7,1.1,0,7,3,0.52
Undergraduate,USA,GRE,0.0,0,0,0,304,7.36,3.0,3.5,1,3,3,0.72
PhD,Germany,IELTS,7.5,0,0,0,0,8.01,1.2,1.1,1,8,1,0.63
Masters,Netherlands,IELTS,7.3,0,0,0,0,9.36,1.6,1.1,0,6,2,0.52
PhD,USA,TOEFL,0.0,111,0,0,0,6.95,1.2,3.9,1,5,2,0.59
Masters,Australia,PTE,0.0,0,58,0,0,8.43,2.1,1.7,1,5,1,0.64
PhD,Singapore,PTE,0.0,0,55,0,0,9.21,2.6,4.0,0,6,5,0.6
Masters,USA,TOEFL,0.0,98,0,0,0,9.09,1.9,3.7,1,4,1,0.71
Undergraduate,Netherlands,DET,0.0,0,0,133,0,9.72,2.5,1.3,1,4,2,0.65
Undergraduate,Ireland,TOEFL,0.0,80,0,0,0,9.31,3.1,4.1,1,10,1,0.78
Undergraduate,Singapore,TOEFL,0.0,88,0,0,0,7.38,1.1,4.8,1,3,5,0.68
PhD,New Zealand,IELTS,8.8,0,0,0,0,7.06,3.4,3.7,0,1,3,0.49
PhD,Singapore,IELTS,8.5,0,0,0,0,9.79,4.5,4.0,1,0,3,0.77
Undergraduate,USA,PTE,0.0,0,88,0,0,7.13,4.9,1.0,0,8,3,0.6
PhD,Canada,GRE,0.0,0,0,0,300,8.82,3.5,5.0,0,4,3,0.61
Undergraduate,UK,IELTS,7.0,0,0,0,0,6.32,2.8,2.0,0,8,4,0.5
Masters,Sweden,TOEFL,0.0,92,0,0,0,9.34,4.7,1.7,0,4,1,0.59
Masters,Singapore,PTE,0.0,0,56,0,0,9.71,1.2,1.4,1,3,4,0.64
Undergraduate,Switzerland,GRE,0.0,0,0,0,323,8.38,1.6,4.9,0,0,1,0.49
Undergraduate,Australia,PTE,0.0,0,80,0,0,8.01,2.0,2.9,1,1,2,0.64
PhD,Canada,PTE,0.0,0,74,0,0,9.0,4.0,3.3,1,2,2,0.78
Masters,Netherlands,DET,0.0,0,0,103,0,9.27,4.0,1.2,0,1,1,0.49
Masters,Netherlands,PTE,0.0,0,76,0,0,6.85,3.7,2.6,0,0,3,0.47
Undergraduate,New Zealand,DET,0.0,0,0,120,0,9.54,4.6,4.6,1,4,5,0.84
Undergraduate,Netherlands,TOEFL,0.0,84,0,0,0,8.76,2.1,1.8,0,8,1,0.51
Undergraduate,Sweden,DET,0.0,0,0,123,0,7.37,2.7,4.3,1,6,4,0.69
Masters,Singapore,PTE,0.0,0,83,0,0,8.94,3.1,2.2,0,8,1,0.59
Masters,Sweden,DET,0.0,0,0,109,0,7.2,3.4,2.7,1,1,5,0.63
Masters,USA,DET,0.0,0,0,93,0,6.47,3.2,4.6,0,9,4,0.58
PhD,Australia,IELTS,8.2,0,0,0,0,8.63,4.7,4.3,0,9,3,0.71
Undergraduate,Netherlands,DET,0.0,0,0,114,0,8.63,4.6,2.6,0,2,1,0.55
Undergraduate,New Zealand,TOEFL,0.0,102,0,0,0,6.04,4.3,4.2,0,1,5,0.49
Masters,Netherlands,GRE,0.0,0,0,0,292,8.31,2.9,1.5,1,1,5,0.72
PhD,New Zealand,GRE,0.0,0,0,0,321,6.86,1.3,3.4,0,0,5,0.47
PhD,Ireland,GRE,0.0,0,0,0,306,6.13,3.6,3.1,0,10,2,0.51
Masters,Singapore,PTE,0.0,0,69,0,0,6.69,3.3,2.2,0,2,3,0.52
Undergraduate,Switzerland,PTE,0.0,0,52,0,0,9.27,4.9,2.0,0,0,2,0.63
Masters,Germany,GRE,0.0,0,0,0,302,7.72,2.4,1.2,0,8,3,0.48
Masters,Australia,PTE,0.0,0,64,0,0,8.77,2.8,1.9,0,7,3,0.59
Undergraduate,Germany,DET,0.0,0,0,130,0,7.01,3.3,2.4,0,6,3,0.56
Undergraduate,Germany,TOEFL,0.0,99,0,0,0,9.28,2.9,2.4,0,0,4,0.54
Masters,New Zealand,TOEFL,0.0,113,0,0,0,9.22,2.3,1.8,1,10,2,0.71
PhD,Germany,DET,0.0,0,0,147,0,7.87,2.9,4.4,1,1,3,0.66
Undergraduate,New Zealand,GRE,0.0,0,0,0,331,7.52,4.2,4.3,0,0,4,0.55
PhD,New Zealand,TOEFL,0.0,95,0,0,0,7.84,2.2,4.7,0,6,5,0.56
PhD,Sweden,IELTS,8.8,0,0,0,0,8.74,3.1,1.1,0,3,3,0.53
Masters,Singapore,TOEFL,0.0,87,0,0,0,7.63,1.6,3.6,1,0,1,0.64
Masters,New Zealand,DET,0.0,0,0,99,0,8.25,3.9,1.3,1,1,1,0.64
Masters,Sweden,TOEFL,0.0,83,0,0,0,6.47,3.5,4.8,1,1,2,0.67
PhD,Switzerland,GRE,0.0,0,0,0,297,6.31,2.4,3.2,1,5,1,0.61
PhD,Ireland,PTE,0.0,0,62,0,0,9.33,4.3,3.4,0,5,2,0.63
Undergraduate,Canada,PTE,0.0,0,75,0,0,7.02,1.4,2.4,1,2,2,0.57
PhD,UK,PTE,0.0,0,53,0,0,8.7,3.6,1.3,0,5,5,0.58
PhD,Sweden,PTE,0.0,0,79,0,0,6.73,1.6,4.3,0,10,2,0.49
PhD,Singapore,DET,0.0,0,0,119,0,7.68,1.7,4.5,1,2,5,0.69
PhD,Singapore,GRE,0.0,0,0,0,290,6.93,3.0,3.9,1,1,3,0.7
Undergraduate,France,GRE,0.0,0,0,0,311,6.88,4.5,4.7,1,2,4,0.77
Undergraduate,Ireland,PTE,0.0,0,59,0,0,8.54,3.5,2.6,0,10,3,0.66
PhD,Switzerland,DET,0.0,0,0,123,0,8.13,3.7,2.7,0,9,1,0.62
Masters,UK,IELTS,8.5,0,0,0,0,6.59,4.3,3.2,1,0,1,0.67
Undergraduate,Australia,DET,0.0,0,0,142,0,7.73,2.5,4.7,1,2,1,0.64
Undergraduate,USA,IELTS,8.5,0,0,0,0,7.94,3.1,2.2,1,2,2,0.66
Undergraduate,USA,TOEFL,0.0,110,0,0,0,7.3,1.2,2.1,1,4,3,0.55
Undergraduate,Germany,GRE,0.0,0,0,0,290,9.91,4.9,2.6,1,4,1,0.82
Masters,Netherlands,GRE,0.0,0,0,0,336,7.38,3.7,4.2,1,2,3,0.75
Undergraduate,New Zealand,TOEFL,0.0,99,0,0,0,7.6,4.1,2.1,1,5,4,0.77
Masters,New Zealand,PTE,0.0,0,50,0,0,6.1,3.4,3.6,0,9,2,0.57
Masters,Singapore,IELTS,6.4,0,0,0,0,9.75,1.7,3.5,1,10,5,0.78
Masters,Singapore,DET,0.0,0,0,100,0,7.23,3.2,2.7,1,2,4,0.63
PhD,Sweden,PTE,0.0,0,56,0,0,6.68,2.7,4.0,0,7,4,0.59
Masters,Australia,GRE,0.0,0,0,0,326,6.34,2.6,1.4,0,4,1,0.38
Undergraduate,Germany,PTE,0.0,0,51,0,0,8.65,3.4,1.7,0,5,5,0.56
PhD,Singapore,TOEFL,0.0,103,0,0,0,6.09,4.3,4.9,0,0,1,0.46
Undergraduate,Sweden,PTE,0.0,0,72,0,0,6.93,4.5,4.7,0,2,5,0.58
Masters,UK,GRE,0.0,0,0,0,304,6.2,1.2,3.3,1,9,1,0.61
Undergraduate,New Zealand,IELTS,6.1,0,0,0,0,8.33,1.0,4.1,1,1,1,0.6
Masters,Singapore,GRE,0.0,0,0,0,311,6.16,3.4,2.6,0,4,5,0.56
PhD,Switzerland,DET,0.0,0,0,117,0,8.18,2.1,3.8,0,1,2,0.48
Undergraduate,Ireland,DET,0.0,0,0,101,0,9.62,2.5,3.2,1,4,4,0.71
Undergraduate,Netherlands,IELTS,7.3,0,0,0,0,9.33,4.2,1.9,0,7,2,0.6
Masters,Germany,PTE,0.0,0,59,0,0,9.27,4.7,1.4,0,7,3,0.64
Undergraduate,New Zealand,GRE,0.0,0,0,0,321,7.35,4.5,1.3,1,6,1,0.66
Undergraduate,Singapore,IELTS,8.3,0,0,0,0,6.21,3.0,2.8,0,4,3,0.47
Masters,Singapore,DET,0.0,0,0,160,0,7.58,3.1,1.6,0,5,4,0.54
Masters,France,IELTS,8.4,0,0,0,0,9.04,1.6,1.6,0,10,4,0.56
Undergraduate,Singapore,TOEFL,0.0,111,0,0,0,7.44,2.6,3.7,1,3,5,0.65
PhD,Sweden,GRE,0.0,0,0,0,328,6.14,2.6,3.8,0,2,4,0.45
Undergraduate,Switzerland,TOEFL,0.0,113,0,0,0,8.57,2.0,4.5,0,2,2,0.58
Masters,Sweden,GRE,0.0,0,0,0,296,7.19,1.9,2.6,1,5,4,0.62
Masters,UK,GRE,0.0,0,0,0,302,8.69,4.3,3.7,0,1,1,0.61
Undergraduate,Germany,DET,0.0,0,0,137,0,7.59,1.6,4.0,1,4,1,0.63
Undergraduate,USA,IELTS,8.0,0,0,0,0,7.08,1.3,5.0,0,0,2,0.42
Masters,Ireland,IELTS,9.0,0,0,0,0,9.91,4.2,3.6,0,4,3,0.67
Undergraduate,Germany,GRE,0.0,0,0,0,331,9.46,2.2,2.9,0,7,4,0.63
PhD,Canada,PTE,0.0,0,82,0,0,7.64,2.7,2.3,0,0,1,0.46
Undergraduate,Germany,IELTS,8.6,0,0,0,0,6.81,4.7,3.8,0,5,4,0.63
Undergraduate,USA,DET,0.0,0,0,114,0,8.22,4.1,1.1,0,10,2,0.63
PhD,Ireland,TOEFL,0.0,88,0,0,0,6.16,4.6,5.0,0,9,5,0.62
Masters,New Zealand,GRE,0.0,0,0,0,323,6.84,4.1,2.0,1,3,2,0.69
PhD,Sweden,TOEFL,0.0,85,0,0,0,6.41,1.5,4.9,0,4,1,0.48
Undergraduate,Germany,IELTS,8.5,0,0,0,0,7.3,3.7,3.4,1,5,2,0.71
PhD,Sweden,TOEFL,0.0,109,0,0,0,8.73,3.3,2.7,1,4,3,0.71
Undergraduate,Germany,TOEFL,0.0,102,0,0,0,9.07,1.9,3.8,1,0,5,0.67
Masters,Switzerland,PTE,0.0,0,60,0,0,8.5,4.0,1.9,1,2,2,0.65
PhD,France,PTE,0.0,0,56,0,0,6.52,3.4,4.4,1,7,2,0.66
Masters,Canada,TOEFL,0.0,104,0,0,0,8.94,2.4,2.9,1,6,3,0.78
Masters,Ireland,PTE,0.0,0,72,0,0,7.33,2.9,1.1,1,2,1,0.55
PhD,USA,TOEFL,0.0,89,0,0,0,7.03,1.1,3.5,1,5,3,0.62
PhD,Australia,GRE,0.0,0,0,0,325,8.19,1.7,2.2,1,0,1,0.61
Undergraduate,Germany,PTE,0.0,0,55,0,0,9.86,1.2,4.6,0,10,1,0.64
Undergraduate,Singapore,IELTS,7.7,0,0,0,0,8.0,1.3,1.4,1,2,2,0.6
PhD,New Zealand,TOEFL,0.0,118,0,0,0,7.36,4.7,2.6,1,5,3,0.69
Undergraduate,France,IELTS,8.1,0,0,0,0,7.17,3.1,3.8,1,7,1,0.74
Masters,New Zealand,PTE,0.0,0,90,0,0,9.17,3.7,3.7,0,8,4,0.72
Undergraduate,Switzerland,DET,0.0,0,0,129,0,7.18,1.0,2.1,1,10,4,0.64
PhD,New Zealand,IELTS,8.0,0,0,0,0,8.53,3.4,1.1,0,6,2,0.58
Undergraduate,Germany,PTE,0.0,0,53,0,0,7.29,3.7,3.2,1,7,5,0.73
PhD,USA,DET,0.0,0,0,153,0,6.54,1.4,4.3,0,2,5,0.52
PhD,France,DET,0.0,0,0,115,0,8.6,1.4,2.6,1,7,3,0.72
PhD,Sweden,DET,0.0,0,0,153,0,9.12,1.5,1.0,0,4,1,0.51
Undergraduate,Singapore,DET,0.0,0,0,120,0,7.43,2.0,1.1,1,8,2,0.65
Undergraduate,USA,GRE,0.0,0,0,0,304,9.4,4.8,3.3,1,10,5,0.89
Masters,UK,PTE,0.0,0,62,0,0,6.34,3.2,2.5,1,2,2,0.62
PhD,Sweden,GRE,0.0,0,0,0,302,7.55,2.0,1.4,1,1,5,0.59
Masters,Switzerland,DET,0.0,0,0,129,0,6.39,1.7,4.9,1,7,4,0.68
Undergraduate,Australia,PTE,0.0,0,84,0,0,8.13,4.5,5.0,1,2,3,0.78
PhD,New Zealand,PTE,0.0,0,56,0,0,9.25,2.3,2.2,0,4,1,0.53
Masters,France,DET,0.0,0,0,136,0,8.69,3.7,2.3,0,7,1,0.55
Undergraduate,Netherlands,DET,0.0,0,0,107,0,8.53,1.5,3.3,0,3,1,0.52
